col1,col2,col3,col4,col5,col6,col7,col8,col9
60.5,2,1,17,2021,52.236238,20.954782,19009,2.48055100440979
30.8,1,6,10,1970,52.2877,21.0211,10390,0.0491777658462524
37.4,2,3,10,1978,52.2071,21.0487,10295,0.597037434577942
88,3,3,4,2007,52.195,20.9876,14762,2.09839916229248
38,2,10,10,1970,52.24053,21.034167,10264,2.88954734802246
156,6,1,6,2008,52.1885,21.0452,6084,2.45432829856873
52,3,2,5,2019,52.33206,20.935744,7097,0.553454875946045
70,3,3,3,2003,52.18059,20.9478,8486,2.06041026115417
34,2,3,4,1965,52.20997,20.96727,10736,0.593399882316589
29,1,6,10,1970,52.19499,20.96758,9656,-0.0247997045516968
58,2,6,6,2006,52.14281,21.03631,10673,2.00267863273621
92,4,6,6,2018,52.26971,20.98462,14892,2.67168045043945
62,4,3,4,1975,52.1937,20.8673,7178,1.8822512626648
34,1,4,4,1960,52.2449,21.0888,9559,1.43424296379089
75,3,4,13,2017,52.2863,20.9097,12400,2.699551820755
82,4,1,12,1978,52.2246,20.9004,7000,0.47737717628479
54,3,9,9,1980,52.269035,21.046288,8982,0.989361643791199
116,4,3,3,1904,52.269914,21.018121,13018,0.93996274471283
81,4,0,1,2009,52.277971,21.070114,8951,1.92292547225952
45,2,4,10,1972,52.231897,20.954598,10000,0.744810461997986
156,5,1,6,2008,52.18427,21.04465,7686,0.337493896484375
165,5,0,3,2000,52.13421,21.010788,5758,0.862718224525452
56,2,3,6,2009,52.233853,20.928815,10983,1.6599109172821
156,5,1,6,2008,52.18427,21.04465,7686,0.337493896484375
47,2,2,10,1979,52.2706,20.9596,8298,0.670444250106812
85,3,3,4,2007,52.161573,21.072078,9500,2.57170939445496
126,4,4,6,1925,52.24053,21.034167,11508,2.44251227378845
54,3,3,12,2019,52.2576,20.9789,13241,0.553454875946045
35,1,1,4,1955,52.194,21.0034,11000,1.13186597824097
65,3,8,11,1983,52.2471,21.0971,8908,2.12242412567139
45,2,13,15,1979,52.2373,21.1036,8423,1.64754700660706
54,3,3,4,1965,52.2421,21.1192,7593,0.479794144630432
113,4,5,5,2009,52.192,20.9751,14602,2.47236895561218
59,3,2,3,2014,52.19622,21.17823,9153,2.18888592720032
68,3,5,5,2018,52.17816,20.99766,11986,2.6348090171814
60,3,1,3,2018,52.236307,21.121349,8500,1.57136964797974
55,2,5,16,2008,52.181117,21.026852,9999,1.34816002845764
30,2,2,5,2018,52.251668,21.038718,15334,2.72084069252014
63,3,5,12,1970,52.238505,21.101688,9826,1.67024993896484
56,2,5,6,2000,52.148151,21.034579,8911,1.39777231216431
37,2,8,10,1970,52.23338,20.95718,10271,1.4772367477417
80,3,2,4,1938,52.2633,21.02832,9988,1.67091846466064
86,4,4,4,1995,52.19832,21.01715,12675,2.14033675193787
38,2,6,7,2017,52.19832,21.01715,14869,2.89007186889648
102,4,5,5,2018,52.24091,20.91133,13902,0.689596891403198
37,2,2,3,1962,52.23338,20.95718,11082,2.29935932159424
65,4,1,4,1970,52.20997,20.96727,10696,0.702745676040649
65,3,1,6,2018,52.20997,20.96727,13077,2.65906238555908
65,2,7,12,2000,52.19832,21.01715,9739,2.08554124832153
47,2,1,4,1969,52.19832,21.01715,9979,1.17376089096069
82,3,3,4,1935,52.19832,21.01715,15366,1.79515790939331
70,3,2,5,1997,52.23338,20.95718,11272,1.20334625244141
74,3,1,9,2009,52.23338,20.95718,10595,1.45709490776062
92,4,5,10,2012,52.1658,21.0076,12935,2.39421772956848
32,2,4,10,1978,52.1936,20.8668,9032,0.959067106246948
56,3,6,10,1974,52.178636,21.058501,8393,1.93377614021301
37,1,3,4,1978,52.2091,20.9662,9865,0.806874871253967
66,3,1,6,2001,52.24053,21.034167,9076,1.78178572654724
47,2,2,4,1950,52.24053,21.034167,10000,1.57201600074768
48,2,3,8,2015,52.24053,21.034167,17396,2.28806042671204
47,2,2,4,1954,52.211136,20.962891,9575,0.55665397644043
55,2,1,4,2008,52.16418,21.072326,10073,1.85325860977173
45,2,4,15,1978,52.24168,21.08406,8667,1.3411123752594
39,2,6,6,1950,52.23628,21.0051,14359,1.43787693977356
36,2,4,4,1962,52.29332,20.92866,8889,1.73697733879089
37,1,3,3,1980,52.24168,21.08406,10406,2.04527807235718
93,3,2,3,1999,52.266819,20.972621,12366,1.43975567817688
68,3,3,3,2004,52.17991,20.94782,7868,1.39873003959656
46,2,11,12,1970,52.254858,20.992397,14087,2.02207469940186
52,2,6,8,2004,52.146874,21.04995,11416,1.0657594203949
38.7,2,4,10,1977,52.297572,21.037227,8243,0.315450429916382
142,4,0,2,2012,52.206,20.9238,9155,2.85193824768066
70,3,2,5,2003,52.24053,21.034167,8429,1.48378229141235
38,2,10,15,1970,52.2386,21.0031,13948,2.22634315490723
82.49,4,8,8,2019,52.22153,20.95544,9093,0.318092226982117
143,5,3,4,2002,52.26912,20.939576,6854,1.89348244667053
39,2,3,10,1980,52.18275,21.057427,10513,2.13579678535461
51,3,5,10,1976,52.24635,20.90441,8765,2.00102257728577
85,2,0,3,2004,52.23614,21.00817,9530,2.15433883666992
58,2,2,4,2016,52.15613,21.11163,12000,2.58079290390015
78,3,0,3,2000,52.13112,21.078088,9359,1.89290642738342
55,2,3,6,2017,52.32899,21.00768,11273,2.65047836303711
31,2,0,2,1966,52.201,21.003,11936,1.82717275619507
54,3,4,8,2018,52.165803,21.007593,14815,2.47743439674377
57,5,9,15,1972,52.236645,20.992064,13492,2.30048727989197
50,2,2,3,1960,52.2491,20.9557,8380,1.31102800369263
47,2,2,4,1955,52.2113,20.9625,9149,0.825827956199646
104,4,1,5,1960,52.251493,21.003865,15000,1.8461446762085
45,3,3,4,1965,52.184999,21.054999,8423,0.666904211044312
48,3,9,15,1972,52.23338,20.95718,11250,0.651024699211121
200,6,2,2,2008,52.219019,21.158204,8250,2.22643089294434
26,1,1,4,1962,52.192466,21.010388,11500,0.553454875946045
35,2,7,7,2019,52.223689,20.940573,10886,1.90646767616272
62,3,4,7,2019,52.188,21.008,8530,1.01319003105164
44.5,3,4,4,1928,52.2017,21.0053,18652,1.68750739097595
36,2,1,3,1910,52.25501,20.976435,12473,1.72775769233704
37,2,4,4,1962,52.269914,21.018121,8919,1.89920139312744
66,3,3,3,2006,52.24053,21.034167,7804,1.91833829879761
52,3,3,3,1952,52.19239,21.017397,12000,0.0090947151184082
52,2,0,6,1955,52.259919,21.031828,8654,1.38318967819214
127,5,4,5,1994,52.24053,21.034167,6922,0.844319581985474
57,2,11,12,1978,52.237346,21.10359,7720,2.12008190155029
161,4,0,1,2009,52.24053,21.034167,9628,2.57626676559448
60,3,7,17,1983,52.288453,21.035602,8167,2.50788140296936
115,5,3,3,2005,52.24053,21.034167,7122,1.9064736366272
41,2,1,3,2019,52.24053,21.034167,11440,0.355411052703857
78,3,0,2,2003,52.309013,21.057155,7500,1.91285514831543
50,2,1,3,1961,52.17,21,8580,0.514008045196533
41,2,3,4,2008,52.3106,21.082,9269,2.15982460975647
60,3,10,11,1980,52.223103,21.101202,8584,1.82361483573914
82,3,5,11,2000,52.249554,20.986791,9744,1.90259957313538
47,2,2,4,1956,52.23614,21.00817,9575,0.658524751663208
53,3,11,15,1980,52.2735,20.933,8491,1.36591005325317
60,3,11,20,1989,52.2824,20.9723,8167,1.94665813446045
59,2,0,4,2000,52.3264,20.9396,7204,2.09741592407227
51,3,4,10,1980,52.24053,21.034167,9197,2.307461977005
51,2,5,8,1979,52.2246,20.9004,8804,1.80203032493591
45,3,3,4,1965,52.19832,21.01715,8667,-3.58223915100098E-05
82,4,0,3,2015,52.21884,21.17839,13354,2.61636471748352
94,3,4,5,1936,52.20978,21.02233,11011,1.99523615837097
69,3,3,3,2003,52.20105,20.92666,8102,2.46963357925415
34,1,2,4,1955,52.258902,21.031073,9706,0.42589259147644
38,2,8,14,2018,52.23338,20.95718,13158,2.72772574424744
100,3,7,9,1997,52.224486,21.038343,11500,0.93996274471283
52,2,1,4,1999,52.346849,20.952241,7116,2.02177739143372
110,3,7,7,2018,52.23313,21.019,27728,0.972401142120361
37,2,8,10,1969,52.19669,20.97738,11487,0.981969952583313
65,3,3,3,1995,52.240181,21.0768,8899,1.71730184555054
53,2,3,3,1958,52.24478,21.076874,8057,1.23273658752441
37,1,0,4,2016,52.167634,21.065917,11136,2.03173303604126
39,2,4,15,1970,52.240849,21.002426,12513,1.03085899353027
70,3,2,3,2005,52.32021,21.060375,6700,1.55851316452026
51,3,1,8,1973,52.23614,21.00817,9648,0.825480461120606
38,2,8,14,2018,52.23338,20.95718,13158,2.72772574424744
100,4,7,8,1997,52.23313,21.019,11450,0.93996274471283
82,4,0,3,2015,52.2188,21.1784,13354,2.79434013366699
46,3,9,12,2019,52.24053,21.034167,12283,2.72245502471924
73,3,2,5,1955,52.220981,21.01369,11576,1.79264998435974
47,2,4,4,1950,52.24053,21.034167,9405,2.61116099357605
48,2,3,3,1936,52.24053,21.034167,15313,1.91833829879761
64,3,0,4,1995,52.24053,21.034167,8594,0.894765019416809
41,2,3,4,1965,52.240851,21.065031,10000,2.80627799034119
36,2,5,8,1982,52.232,20.9107,9723,1.06578660011292
39,2,4,15,1970,52.2408,21.0024,12513,1.19348120689392
75,4,3,4,1998,52.1732,21.06,8654,2.77499604225159
57.53,4,1,2,2021,52.329845,21.057726,6351,0.222288012504578
49,3,1,4,1976,52.1875,21.0601,9388,0.988822937011719
51,2,3,3,1959,52.1827,20.9747,8824,0.224570631980896
37,2,3,4,1965,52.200964,20.974781,10244,0.560113430023193
38,2,4,10,1970,52.2979,21.0362,8685,0.363765239715576
39,2,7,12,1974,52.289233,20.950789,11026,2.78622341156006
92,4,6,9,2006,52.2676,20.9471,9000,0.834126472473145
86,3,3,3,1996,52.1313,21.0657,9535,1.92400288581848
27,2,12,15,1975,52.2368,20.9876,15075,0.807962417602539
38,1,0,3,2005,52.3105,21.0627,8027,1.46498012542725
65,2,4,8,2009,52.24053,21.034167,8770,2.01176357269287
118,3,4,6,2018,52.24053,21.034167,15993,0.355411052703857
84,3,0,4,2013,52.24053,21.034167,14286,2.72320508956909
72,3,1,2,2011,52.24053,21.034167,10403,2.35795712471008
141,5,4,7,2005,52.251211,21.232876,16135,1.91998291015625
46,2,4,4,1960,52.250978,20.989294,11631,1.40515875816345
53,3,0,4,2005,52.285122,21.083527,8472,2.68993782997131
54,3,0,4,2005,52.2851,21.0836,8315,2.63235569000244
47,3,4,4,1963,52.245827,20.980209,11256,1.52338695526123
46,2,10,10,1982,52.25338,20.91657,8566,1.89735507965088
57,3,1,6,1959,52.2375,21.0098,14299,1.82887315750122
54,3,5,10,1975,52.23059,21.06051,13834,2.88750267028809
125,5,1,3,2019,52.20309,20.94935,10307,0.355411052703857
25,1,8,10,1970,52.261132,20.961683,13160,2.44848895072937
39,2,4,8,2003,52.20997,20.96727,13129,2.80986976623535
60,3,5,5,1953,52.199523,21.011408,20984,2.12988233566284
30,1,2,5,1980,52.207343,21.021244,13834,1.69760394096375
42,1,1,4,2001,52.293323,20.928664,10191,1.28619456291199
43,2,11,15,1981,52.151321,21.051839,9768,1.87828254699707
32,1,2,2,1938,52.27809,20.95038,13500,2.83448600769043
78,3,3,3,2007,52.23614,21.00817,7372,1.56567931175232
41,2,3,4,1965,52.240851,21.065031,10000,2.80627799034119
46,3,3,4,2003,52.131281,21.06583,11522,1.69266033172607
65,3,3,3,1979,52.229679,20.901395,7677,0.693459272384644
63,3,1,6,2014,52.322762,20.958911,8889,1.96276235580444
160,4,10,16,2000,52.24053,21.034167,10625,1.9796404838562
56,2,9,10,2000,52.25637,20.983957,10625,2.28542709350586
51,3,1,10,1974,52.248964,20.951409,9216,1.09739685058594
53,2,1,4,1996,52.1302,21.0638,10378,1.89448833465576
112,4,0,3,2008,52.161609,21.12469,11608,1.59442853927612
50,3,1,3,1960,52.23338,20.95718,9580,1.02000594139099
40,2,0,3,2008,52.319705,21.07401,8375,1.75878596305847
47,3,2,4,1970,52.268655,20.945147,8724,0.401972651481628
68,2,1,2,2004,52.24053,21.034167,7280,1.9844925403595
60,2,6,7,2011,52.24053,21.034167,12117,1.37967395782471
60,3,10,11,1960,52.24053,21.034167,8167,1.03016781806946
56,3,0,4,1960,52.2033,21.0405,7858,0.355411052703857
42,2,10,12,2019,52.24053,21.034167,11620,0.355411052703857
70,4,0,4,1985,52.2618,21.174,6143,1.1835663318634
44,2,1,7,2018,52.2003,20.8928,9660,2.82832360267639
64,4,0,12,1975,52.1942,21.0347,8500,1.06578660011292
99,4,1,4,1997,52.229,21.0479,9980,1.92412400245667
51,2,4,11,2019,52.1758,20.9995,13197,2.26005935668945
76,3,5,5,2004,52.24053,21.034167,13158,2.09671115875244
49,2,1,3,1950,52.20297,21.013195,13205,2.45951247215271
167,7,0,2,1999,52.124001,21.014,5000,1.24661469459534
71,3,3,3,2000,52.24053,21.034167,8437,1.18686199188232
30,2,5,10,1974,52.2589,21.0581,10000,0.597325444221497
61,3,0,4,2013,52.3601,21.0367,7132,2.18497228622437
29,1,0,4,1955,52.244,20.9948,9828,0.593931913375855
55,2,2,9,2013,52.24053,21.034167,11091,2.21000838279724
94,3,6,11,1996,52.24053,21.034167,12660,1.66010618209839
54,3,5,10,1978,52.24053,21.034167,8704,1.60712361335754
105,4,10,15,2006,52.2621,20.9562,9810,1.94999742507935
63,3,6,10,1993,52.24053,21.034167,8096,0.924737572669983
50,2,7,13,1980,52.171325,21.069516,8600,1.02026844024658
49,2,1,3,1973,52.150417,21.055682,8368,0.589602589607239
52,3,3,5,2018,52.264,21.043999,10000,1.96845841407776
43,2,3,9,2012,52.169761,20.997575,12928,2.52593350410461
43,2,11,15,1981,52.151401,21.051376,9768,1.91937851905823
29,2,3,3,1949,52.2354,20.9691,10690,1.56659173965454
50.53,2,2,4,1954,52.2025,21.0396,12409,2.11593317985535
84,3,3,7,1962,52.2362,21.0204,13096,1.45948266983032
65,3,8,11,1983,52.2466,21.0979,8754,2.40782999992371
92,4,4,5,1995,52.24053,21.034167,7272,0.553454875946045
92,4,4,5,1995,52.24053,21.034167,7272,0.553454875946045
80,3,2,4,2011,52.2405,21.0342,9363,1.84795498847961
64,3,3,4,2004,52.24053,21.034167,8407,0.750225782394409
56,3,2,4,2016,52.24053,21.034167,8215,2.34000396728516
44,2,0,7,2016,52.24053,21.034167,11114,1.92400288581848
53,3,1,4,1975,52.24053,21.034167,8491,0.277583003044128
88,3,3,4,2005,52.24053,21.034167,15341,1.96308374404907
76,3,1,9,2009,52.24053,21.034167,10645,1.87090587615967
94,4,2,5,2011,52.24053,21.034167,11171,2.67662763595581
131,4,3,3,2002,52.3205,20.955,4466,1.86437606811523
86,3,6,12,1981,52.292112,21.047768,6268,1.07833003997803
58,3,5,5,1959,52.238238,20.978531,10000,0.236958622932434
44,2,3,5,2006,52.195283,20.859256,9296,2.17506647109985
183,4,3,12,2000,52.170603,21.066584,6558,1.79493498802185
54,3,4,4,1980,52.28633,21.03035,8000,2.57186985015869
53,2,0,5,1966,52.260647,21.02813,8397,1.35628414154053
47,2,1,4,1969,52.198169,21.036313,9979,1.58049511909485
71,3,10,15,2006,52.234102,20.990375,11677,2.75524854660034
66,3,1,3,2015,52.213381,21.161815,9990,2.48165440559387
43,2,0,5,1932,52.2009,21.0113,10200,0.409917831420898
50,2,4,4,2000,52.1379,21.0119,9200,1.95705652236938
114,4,2,3,2007,52.3223,21.0742,5571,1.72736406326294
46,2,4,7,1999,52.198911,21.039141,9750,1.5609188079834
48,3,1,3,1960,52.23338,20.95718,13313,2.7986364364624
51,2,1,9,2016,52.28552,21.025135,9118,1.96809482574463
61,2,2,5,2006,52.317263,21.059105,6951,1.56397461891174
74,2,3,3,1938,52.24168,21.08406,9325,1.96457433700562
44,2,1,5,1956,52.236148,20.971615,9069,1.35536050796509
102,3,1,3,2007,52.160824,21.078011,9654,2.09181046485901
34,2,1,2,2019,52.24053,21.034167,8979,1.06578660011292
55,3,2,3,2013,52.218524,21.224216,9455,2.39162492752075
37,2,3,4,1965,52.200964,20.974781,10244,0.560113430023193
52,2,2,5,2009,52.16556,20.96694,12289,2.43416881561279
65,2,3,6,2010,52.2006,21.0295,12154,1.52713465690613
63,4,3,4,1969,52.1937,20.8673,7540,1.51837468147278
45,3,0,8,2019,52.176451,20.993539,10223,0.355411052703857
66.47,3,0,1,1973,52.198449,20.919065,6357,0.366224408149719
47,2,2,2,1953,52.20997,20.96727,12128,1.80027270317078
38,2,4,4,1960,52.210119,20.97137,9974,0.865272402763367
43,2,1,2,2000,52.19622,21.17823,9303,2.19363141059875
36,2,4,4,1962,52.272053,20.950026,9056,0.739270925521851
58,2,1,6,2001,52.292112,21.047768,8966,0.699578046798706
52,2,2,2,2006,52.316954,21.059289,7366,1.90385055541992
31,1,7,8,1956,52.251342,20.999958,16775,0.434852004051209
66.47,3,0,1,1973,52.2009,20.9175,6357,0.632507681846619
79,3,5,5,2014,52.24705,20.965973,12152,1.59442853927612
41,2,1,3,1926,52.2543,20.9762,10732,1.86125540733337
45,2,5,10,1972,52.208846,21.050271,9178,1.88994312286377
45,2,1,4,1927,52.2041,21.0131,13334,1.17924475669861
45,2,1,4,1927,52.204012,21.013233,13334,1.35188031196594
67,4,0,10,1974,52.183777,21.04698,8135,0.0116109848022461
77,3,1,1,2011,52.21917,21.2352,8533,2.26555180549622
34,2,5,6,1972,52.2633,21.02832,9118,0.693313121795654
67,2,1,3,2002,52.21917,21.2352,6418,1.64992046356201
47,2,1,5,2019,52.3374,21.0292,7490,0.553454875946045
73,2,2,7,2006,52.239349,21.020516,20411,2.12773489952087
48,2,0,3,1961,52.192466,21.010388,9771,0.763489603996277
55,2,6,8,1998,52.2274,21.108,8000,0.917458295822144
60,2,3,3,1950,52.258843,20.897908,7500,0.588780641555786
135,4,3,9,1995,52.234002,20.984,8000,1.76596593856812
55,2,6,8,1998,52.227368,21.107226,8000,0.862447261810303
47,2,1,5,2015,52.221671,20.933181,11490,2.88473176956177
48,3,4,10,1974,52.24053,21.034167,9584,0.42641282081604
90,3,3,6,2021,52.237731,21.027546,30944,2.65033984184265
47,2,0,3,1979,52.151402,21.030582,10618,1.5570707321167
47,2,4,4,1979,52.157676,21.038176,9766,2.61087703704834
109.9,5,1,2,1976,52.2917,21.074,7143,2.23997807502747
37,1,3,3,1955,52.204649,21.046511,9973,0.957984924316406
56,3,6,10,1974,52.176481,21.059707,8393,1.85347056388855
64,3,3,7,1990,52.23992,21.09953,8950,1.0249285697937
60,3,2,3,2013,52.204999,20.865001,10817,2.02379012107849
53,2,2,5,2019,52.26,21.1,8171,1.01319003105164
56,3,6,10,1974,52.1765,21.0597,8393,1.8063542842865
37,2,9,10,1974,52.245234,20.939543,9595,0.553427696228027
54,2,3,4,1935,52.24053,21.034167,10900,1.40923976898193
53,4,3,3,1956,52.24053,21.034167,10567,1.70131325721741
31,1,8,10,1974,52.24053,21.034167,10500,1.08434319496155
60,3,3,3,2003,52.24053,21.034167,9500,2.08068013191223
46,3,1,6,1928,52.20326,20.938595,16305,1.07140207290649
78,3,5,5,2002,52.2092,21.0632,10000,1.91040706634521
60,2,5,6,1955,52.2187,21.019181,14834,2.18012189865112
135,4,3,8,1995,52.234669,20.990782,8000,1.1226019859314
56,2,4,4,2001,52.304056,20.930825,9197,1.27006053924561
62,2,5,5,2009,52.2419,20.9054,9033,2.65016484260559
135,4,3,8,1995,52.2347,20.9908,8000,1.05979537963867
29,1,2,4,2007,52.160824,21.078011,13793,2.72790908813477
28,1,0,10,1978,52.18972,20.991097,10679,0.984805464744568
49,3,3,4,1969,52.291635,20.932485,8960,0.194231271743774
65,3,8,11,2002,52.275808,20.914986,8616,1.26068568229675
40,2,1,4,1955,52.2405,21.0342,19500,2.19071364402771
28,1,0,10,1978,52.1897,20.9911,10679,0.968395113945007
90,3,3,6,2021,52.237731,21.027546,30944,2.65033984184265
74,3,4,6,2013,52.1729,20.9995,11487,2.11290788650513
40,2,1,8,2010,52.200526,20.970333,12725,2.66842651367187
54,2,2,2,2002,52.24053,21.034167,5834,0.470767855644226
58,2,2,3,1950,52.284318,20.943477,8535,1.53399109840393
78,3,18,21,2019,52.24053,21.034167,10770,1.06578660011292
53,2,2,5,2019,52.253,21.085,8171,1.01319003105164
165,3,7,9,2004,52.24053,21.034167,17576,1.06578660011292
37,2,3,3,1936,52.204649,21.046511,9973,0.365198731422424
161,4,0,1,2009,52.24053,21.034167,9628,2.81374883651733
73,4,3,4,1993,52.24053,21.034167,9302,1.01618599891663
31,2,0,2,2019,52.24053,21.034167,8929,1.06578660011292
32,1,0,3,1955,52.200864,21.017317,19063,2.83119368553162
32,1,0,3,1955,52.200864,21.017317,19063,2.74824094772339
59.4,3,0,4,1977,52.189783,21.05001,11768,2.18583798408508
190,5,8,8,2008,52.24053,21.034167,10264,1.06578660011292
43,2,2,4,1930,52.24053,21.034167,18582,1.06578660011292
27,1,8,10,1968,52.2405,21.0342,11852,0.872148871421814
63,4,3,4,1974,52.189,21.058999,8175,1.44613337516785
85,3,5,8,2004,52.2403,21.1149,8118,1.06578660011292
45,2,3,6,2018,52.1642,20.9922,12156,2.86431980133057
80,3,1,2,1939,52.24053,21.034167,7000,1.78610944747925
50,2,0,2,1955,52.24053,21.034167,9700,1.84008598327637
56,2,9,10,2000,52.2564,20.984,10625,1.24198412895203
31,1,4,11,1970,52.175841,21.05101,9581,1.23305225372314
80,3,14,15,2000,52.21345,20.954674,11250,2.34179663658142
125,5,1,3,2019,52.2031,20.9494,10307,0.355411052703857
69,3,0,2,2018,52.24053,21.034167,11377,0.222288012504578
82,4,6,7,2018,52.24053,21.034167,18281,1.06578660011292
37,2,8,14,2018,52.24053,21.034167,12298,1.57578659057617
40,2,1,8,2010,52.200526,20.970333,12500,2.70530796051025
71,3,2,2,2001,52.24053,21.034167,7100,1.06578660011292
32,2,8,14,2018,52.23338,20.95718,13747,2.87480545043945
51,2,3,3,1963,52.2581,21.0402,9197,1.92798614501953
64,3,6,10,1985,52.24053,21.034167,11500,1.06578660011292
57,3,0,3,2003,52.1449,21.026,9755,2.11363315582275
74.6,3,9,11,1977,52.2327,20.8968,8030,1.66446733474731
74,4,4,4,2001,52.303579,20.93018,8784,1.94159293174744
49,3,1,10,1974,52.193539,21.016825,10613,1.33602333068848
84,4,3,3,2006,52.294343,21.056566,10703,2.03721880912781
77,3,1,6,2014,52.267172,20.980473,13637,2.44990468025208
37,2,3,8,1962,52.2064,21.048,11946,2.89249587059021
58,2,3,4,1998,52.331674,20.939817,6552,1.89559173583984
44,2,5,7,2003,52.345895,20.943477,7387,1.34035181999207
29,1,5,7,2019,52.223142,20.938491,11345,2.06400036811829
31,1,5,9,1975,52.2298,20.968385,11613,1.39434623718262
56,3,3,4,1960,52.200555,21.024043,11427,2.75143051147461
30,1,5,10,1990,52.24053,21.034167,11000,1.06578660011292
39,2,2,4,1975,52.227598,21.064159,9103,1.79278492927551
46,2,10,10,1982,52.25338,20.91657,8566,1.89735507965088
80,3,6,6,2018,52.2347,20.9908,15015,0.355411052703857
70,3,2,5,1997,52.24053,21.034167,11272,1.06126189231873
44,2,3,3,1937,52.24053,21.034167,15841,1.06578660011292
93,3,0,3,2010,52.24053,21.034167,10000,2.19290399551392
62,3,5,6,2006,52.26,20.93,9355,1.58050632476807
50,2,0,3,1953,52.24053,21.034167,11000,1.18944811820984
48,3,3,4,1970,52.24053,21.034167,9146,0.355411052703857
47,3,2,4,1972,52.24053,21.034167,8830,0.208088517189026
42,2,3,4,2018,52.2405,21.0342,9643,2.3810544013977
150,5,3,3,1999,52.1729,21.0862,10667,1.92926573753357
92,4,4,4,1995,52.276403,21.049762,6990,0.674881935119629
171,5,11,13,2012,52.259572,20.979912,16960,2.8097288608551
72,3,4,5,2014,52.232043,20.884679,9709,2.18899297714233
88,4,3,4,1991,52.251535,21.03658,11012,1.26161766052246
59,3,4,5,1999,52.229176,20.953899,8390,0.699475169181824
42,2,2,3,2014,52.162335,21.077747,13096,2.20639181137085
31,1,4,11,1970,52.175588,21.051397,9581,1.23140168190002
42,2,2,3,2002,52.21739,20.97525,10443,0.887562870979309
66,3,3,3,1999,52.24053,21.034167,7561,1.06578660011292
89,3,0,5,2007,52.24053,21.034167,12360,1.06578660011292
86,3,1,6,2001,52.24053,21.034167,9989,1.06578660011292
54,3,5,6,2009,52.198611,21.046426,12760,2.66993522644043
53,3,6,8,2004,52.145737,21.057855,11200,1.03361511230469
66,3,7,10,1980,52.18,21.07,9531,2.55693221092224
49,3,1,10,1970,52.226579,20.957597,9368,1.7732253074646
63,3,2,4,1998,52.24091,20.91133,8254,1.14084482192993
24,1,4,4,1961,52.193387,20.894794,6667,0.173465371131897
115,4,1,4,1935,52.22089,21.001783,11913,1.56183290481567
87,3,1,5,1935,52.22148,21.00187,10759,1.51521611213684
55,2,3,11,2019,52.231986,20.979073,17273,2.57278156280518
141.5,5,4,7,2005,52.2029,20.99603,16000,2.19703650474548
38,1,5,7,1958,52.206694,21.03947,11185,0.770220994949341
37,2,0,3,2002,52.15177,21.05509,8109,1.43783283233643
56,2,4,4,2001,52.30407,20.930415,9197,1.7673978805542
69,3,4,4,1999,52.348329,20.957525,6885,1.63015484809876
83,3,0,4,1937,52.23614,21.00817,16868,1.25314402580261
62,3,2,10,1989,52.237346,21.10359,7259,2.17406582832336
51,2,1,10,1980,52.271151,21.044784,8432,1.08914566040039
31,1,6,10,1975,52.176416,21.059471,9646,1.10427570343018
48,2,1,4,1957,52.193789,21.00351,11042,0.34171724319458
47,2,1,4,1970,52.200896,21.034303,9979,0.953835964202881
39,2,6,7,2019,52.2045,20.8807,7949,1.06578660011292
163,4,5,6,2012,52.1888,20.9928,14418,2.78800463676453
48,3,2,8,2019,52.2215,20.9554,10063,1.00148725509644
109,4,16,16,2018,52.2919,21.0517,8505,0.35951840877533
159,5,6,7,2018,52.1812,21.045,8958,1.57578659057617
53,3,4,4,1968,52.1943,20.9638,8661,1.3854022026062
30,1,11,13,2000,52.210001,20.979999,13500,1.85715103149414
60,2,1,6,1950,52.189603,21.017995,12000,0.444139242172241
41,2,2,7,2013,52.249702,21.064782,11488,1.92133903503418
45,2,2,12,1979,52.18262,21.01109,9289,2.01958441734314
30,2,5,10,1975,52.258857,21.058085,10000,1.20396518707275
44,2,3,4,1950,52.25039,21.082187,8523,0.721069574356079
80,3,1,3,1995,52.23614,21.00817,3700,0.801862597465515
74,2,2,2,2003,52.287965,21.077887,6622,1.7760591506958
46,3,10,10,1970,52.17408,21.005156,10131,2.02217721939087
181,5,5,6,2016,52.2012,21.028302,16080,0.243649005889893
31,1,0,2,2013,52.170316,21.115114,9194,2.48074817657471
56,3,6,10,1974,52.176495,21.059684,8393,2.18926787376404
53,2,6,8,2004,52.14348,21.055146,11189,1.46770143508911
76.3,3,3,7,2009,52.198999,20.919,9162,2.13726878166199
76,3,1,9,2007,52.267556,20.947069,9210,2.22178268432617
68,3,2,2,2004,52.19622,21.17823,7339,1.88128399848938
44,2,2,2,2018,52.210472,21.073517,11341,0.210320711135864
36,2,3,3,1962,52.236174,20.965249,11250,1.2456374168396
37,1,1,4,1958,52.19599,21.013328,11082,0.553454875946045
97,4,2,4,1932,52.26121,20.994272,10557,0.573290228843689
61,3,0,3,2015,52.183617,21.188848,10000,2.06659889221191
47,3,3,9,1965,52.2547,21.0351,10618,2.88933610916138
56,3,0,7,1980,52.154237,21.044669,8733,0.911290049552918
48,3,7,11,1965,52.248296,20.979265,9000,0.355663657188416
48,3,1,4,2002,52.19622,21.17823,7271,1.10057950019836
55,2,11,25,2018,52.233787,21.11252,10346,2.7378888130188
58,3,11,15,1974,52.20661,21.00003,10604,-0.0355664491653442
54,2,6,8,1998,52.23,21.11,8519,0.257605910301208
